#TE	Order	Superfamily	Clade	Complete	Strand	Domains
TE_00001589|Aalpi_chr_5:22287028..22301293#LTR/Gypsy	LTR	Gypsy	Retand	yes	-	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00001589|Aalpi_chr_5:65884..76305#LTR/Gypsy	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00001589|Aalpi_chr_6:10442692..10449959#LTR/Gypsy	LTR	Gypsy	Retand	no	+	aRH|Retand INT|Retand
TE_00001589|Aalpi_chr_6:10794574..10805435#LTR/Gypsy	LTR	Gypsy	Retand	yes	-	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00001589|Aalpi_chr_6:15111375..15122311#LTR/Gypsy	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00001589|Aalpi_chr_6:15496085..15507059#LTR/Gypsy	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00001589|Aalpi_chr_7:14089147..14100139#LTR/Gypsy	LTR	Gypsy	Retand	yes	-	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00001589|Aalpi_chr_7:24297237..24308173#LTR/Gypsy	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00001589|Aalpi_chr_7:30569802..30580154#LTR/Gypsy	LTR	Gypsy	Retand	yes	-	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00001589|Aalpi_chr_7:39589941..39600645#LTR/Gypsy	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00001590|Aalpi_chr_3:8329474..8334202#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00001597|Aalpi_chr_4:8867565..8877713#LTR/unknown	LTR	Copia	Ivana	no	+	GAG|CRM PROT|Ivana RT|Ivana RH|Ivana INT|CRM
TE_00001600|Aalpi_chr_5:7428385..7431774#LTR/Copia	LTR	Copia	SIRE	no	-	GAG|SIRE INT|SIRE
TE_00001601|Aalpi_chr_4:8387755..8395535#LTR/Copia	LTR	Copia	SIRE	no	+	GAG|SIRE PROT|SIRE RT|SIRE RH|SIRE
TE_00001601|Aalpi_chr_6:14711607..14719429#LTR/Copia	LTR	Copia	SIRE	no	-	GAG|SIRE PROT|SIRE RT|SIRE RH|SIRE
TE_00001601|Aalpi_chr_6:16892158..16899779#LTR/Copia	LTR	Copia	SIRE	no	-	GAG|SIRE PROT|SIRE RT|SIRE RH|SIRE
TE_00001601|Aalpi_chr_7:10423487..10431145#LTR/Copia	LTR	Copia	SIRE	no	-	GAG|SIRE PROT|SIRE RT|SIRE RH|SIRE
TE_00001604|Aalpi_chr_7:48099906..48111404#LTR/Gypsy	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00001609|Aalpi_chr_6:17732883..17740382#LTR/Gypsy	LTR	Gypsy	Retand	no	-	GAG|Retand
TE_00001610|Aalpi_chr_5:15526615..15539512#LTR/Gypsy	LTR	Gypsy	Retand	no	-	GAG|Retand PROT|Retand RT|Retand INT|Retand
TE_00001614|Aalpi_chr_7:22623367..22628628#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ty1-outgroup INT|Ale RT|Ale RH|Ale
TE_00001615|Aalpi_chr_5:5397787..5403474#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00001615|Aalpi_chr_5:7069861..7075548#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00001618|Aalpi_chr_7:37014182..37026266#LTR/Gypsy	LTR	Gypsy	Retand	yes	-	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00001626|Aalpi_chr_5:18738799..18743817#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00001626|Aalpi_chr_6:11815866..11820883#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00001627|Aalpi_chr_2:28895919..28901249#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00001627|Aalpi_chr_6:32767162..32772491#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00001627|Aalpi_chr_7:12859591..12865474#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00001627|Aalpi_chr_7:9345452..9350752#LTR/Gypsy	LTR	Gypsy	Reina	yes	-	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00001634|Aalpi_chr_3:14952274..14958159#LTR/Copia	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00001636|Aalpi_chr_1:3079724..3087327#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00001636|Aalpi_chr_1:7924933..7931349#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00001636|Aalpi_chr_2:17639188..17647047#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00001636|Aalpi_chr_2:18967968..18976408#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00001636|Aalpi_chr_2:31828785..31836321#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00001636|Aalpi_chr_2:6253065..6260536#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00001636|Aalpi_chr_4:14661297..14669115#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00001636|Aalpi_chr_4:39560882..39568536#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00001636|Aalpi_chr_6:6653182..6661045#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00001636|Aalpi_chr_7:16757830..16766638#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00001636|Aalpi_chr_7:33104144..33111724#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00001636|Aalpi_chr_7:43173285..43180940#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00001638|Aalpi_chr_6:21068995..21082261#LTR/Gypsy	LTR	Gypsy	Athila	yes	+	GAG|Athila PROT|Athila RT|Athila RH|Athila INT|Athila
TE_00001638|Aalpi_chr_7:1593181..1606471#LTR/Gypsy	LTR	Gypsy	Athila	yes	+	GAG|Athila PROT|Athila RT|Athila RH|Athila INT|Athila
TE_00001642|Aalpi_chr_1:16986583..16993167#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00001642|Aalpi_chr_1:17907163..17911763#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila
TE_00001642|Aalpi_chr_1:9697491..9709860#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00001642|Aalpi_chr_1:9703222..9709860#LTR/Gypsy	LTR	Gypsy	Athila	no	+	PROT|Athila
TE_00001642|Aalpi_chr_2:18612678..18619065#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00001642|Aalpi_chr_4:28658563..28665180#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00001642|Aalpi_chr_4:32899776..32905815#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00001642|Aalpi_chr_4:41744950..41750400#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00001642|Aalpi_chr_7:19653512..19660316#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00001642|Aalpi_chr_7:25417676..25421766#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila
TE_00001645|Aalpi_chr_6:2362022..2364955#DNA/DTM	TIR	MuDR_Mutator	unknown	unknown	+	TPase|MuDR_Mutator
TE_00001656|Aalpi_chr_7:5430062..5434710#LTR/Copia	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00001660|Aalpi_chr_6:26511936..26515784#LTR/unknown	LTR	Gypsy	Reina	no	+	GAG|Reina
TE_00001660|Aalpi_chr_6:26653187..26657035#LTR/unknown	LTR	Gypsy	Reina	no	-	GAG|Reina
TE_00001661|Aalpi_chr_1:1323166..1329607#LTR/Copia	LTR	Copia	Bianca	yes	-	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00001661|Aalpi_chr_1:2075908..2082263#LTR/Copia	LTR	Copia	Bianca	yes	+	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00001661|Aalpi_chr_2:10550496..10556890#LTR/Copia	LTR	Copia	Bianca	yes	+	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00001661|Aalpi_chr_2:10550496..10561809#LTR/Copia	LTR	Copia	Bianca	no	+	GAG|Bianca PROT|Bianca INT|Bianca RH|Bianca
TE_00001661|Aalpi_chr_2:24148463..24154823#LTR/Copia	LTR	Copia	Bianca	yes	-	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00001661|Aalpi_chr_2:29969015..29975373#LTR/Copia	LTR	Copia	Bianca	yes	+	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00001661|Aalpi_chr_2:33469523..33475885#LTR/Copia	LTR	Copia	Bianca	yes	-	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00001661|Aalpi_chr_2:35150745..35157051#LTR/Copia	LTR	Copia	Bianca	yes	+	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00001661|Aalpi_chr_2:8108661..8113077#LTR/Copia	LTR	Copia	Bianca	no	-	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca
TE_00001661|Aalpi_chr_3:15696304..15702708#LTR/Copia	LTR	Copia	Bianca	yes	-	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00001661|Aalpi_chr_3:16394358..16400676#LTR/Copia	LTR	Copia	Bianca	yes	-	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00001661|Aalpi_chr_3:23447692..23453998#LTR/Copia	LTR	Copia	Bianca	yes	-	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00001661|Aalpi_chr_3:25337001..25343343#LTR/Copia	LTR	Copia	Bianca	yes	+	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00001661|Aalpi_chr_3:28063637..28069988#LTR/Copia	LTR	Copia	Bianca	yes	-	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00001661|Aalpi_chr_3:5960759..5967904#LTR/Copia	LTR	Copia	Bianca	yes	-	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00001661|Aalpi_chr_3:8193580..8199934#LTR/Copia	LTR	Copia	Bianca	yes	-	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00001661|Aalpi_chr_4:15943753..15950120#LTR/Copia	LTR	Copia	Bianca	yes	-	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00001661|Aalpi_chr_4:3332374..3338717#LTR/Copia	LTR	Copia	Bianca	yes	-	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00001661|Aalpi_chr_4:39004883..39011260#LTR/Copia	LTR	Copia	Bianca	yes	+	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00001661|Aalpi_chr_4:50866202..50872485#LTR/Copia	LTR	Copia	Bianca	yes	-	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00001661|Aalpi_chr_5:15844700..15851055#LTR/Copia	LTR	Copia	Bianca	yes	+	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00001661|Aalpi_chr_5:21984566..21990009#LTR/Copia	LTR	Copia	Bianca	no	+	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca
TE_00001661|Aalpi_chr_6:16025688..16032045#LTR/Copia	LTR	Copia	Bianca	yes	+	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00001661|Aalpi_chr_6:2502120..2508442#LTR/Copia	LTR	Copia	Bianca	yes	+	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00001661|Aalpi_chr_6:4500751..4507135#LTR/Copia	LTR	Copia	Bianca	yes	+	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00001661|Aalpi_chr_6:6410994..6417348#LTR/Copia	LTR	Copia	Bianca	yes	-	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00001661|Aalpi_chr_7:39447905..39454263#LTR/Copia	LTR	Copia	Bianca	yes	-	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00001661|Aalpi_chr_7:39551642..39557090#LTR/Copia	LTR	Copia	Bianca	no	-	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca
TE_00001661|Aalpi_chr_7:6406034..6412572#LTR/Copia	LTR	Copia	Bianca	yes	+	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00001665|Aalpi_chr_6:8566247..8554640#DNA/Helitron	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00001666|Aalpi_chr_1:17957398..17962082#LTR/Copia	LTR	Copia	Ivana	yes	-	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00001667|Aalpi_chr_7:43048773..43052678#LTR/Copia	LTR	Copia	Ale	no	+	PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00001672|Aalpi_chr_7:11575556..11581913#LTR/Gypsy	LTR	Gypsy	CRM	yes	+	GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM
TE_00001676|Aalpi_chr_7:35233357..35238706#LTR/Gypsy	LTR	Gypsy	Retand	no	-	GAG|Retand
TE_00001681|Aalpi_chr_2:7803571..7815127#LTR/Gypsy	LTR	Gypsy	Retand	no	-	GAG|Retand RT|Retand aRH|Retand INT|Retand
TE_00001682|Aalpi_chr_3:21042092..21049211#LTR/Gypsy	LTR	Gypsy	Retand	no	-	GAG|Retand
TE_00001684|Aalpi_chr_4:52380163..52384765#LTR/Copia	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00001684|Aalpi_chr_7:1867048..1871643#LTR/Copia	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00001686|Aalpi_chr_4:28785570..28793186#LTR/Copia	LTR	Copia	SIRE	no	+	GAG|SIRE PROT|SIRE RT|SIRE RH|SIRE
TE_00001696|Aalpi_chr_2:32079275..32083770#LTR/Copia	LTR	Copia	Ivana	yes	-	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00001697|Aalpi_chr_4:18925766..18942056#DNA/Helitron	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00001702|Aalpi_chr_1:11948061..11953921#LTR/Gypsy	LTR	Gypsy	Retand	no	+	GAG|Retand PROT|Retand
TE_00001703|Aalpi_chr_1:11262422..11271038#LTR/Gypsy	LTR	Gypsy	Tekay	yes	+	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001703|Aalpi_chr_1:12766423..12774942#LTR/Gypsy	LTR	Gypsy	Tekay	yes	-	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001703|Aalpi_chr_1:13314770..13321845#LTR/Gypsy	LTR	Gypsy	Tekay	yes	+	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001703|Aalpi_chr_1:14475054..14483812#LTR/Gypsy	LTR	Gypsy	Tekay	yes	+	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001703|Aalpi_chr_1:14669340..14677964#LTR/Gypsy	LTR	Gypsy	Tekay	yes	-	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001703|Aalpi_chr_1:17259972..17268608#LTR/Gypsy	LTR	Gypsy	Tekay	yes	+	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001703|Aalpi_chr_1:1860621..1875637#LTR/Gypsy	LTR	Gypsy	Tekay	yes	-	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001703|Aalpi_chr_1:21045489..21054018#LTR/Gypsy	LTR	Gypsy	Tekay	no	+	RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001703|Aalpi_chr_1:22447965..22456595#LTR/Gypsy	LTR	Gypsy	Tekay	yes	+	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001703|Aalpi_chr_1:22856258..22864916#LTR/Gypsy	LTR	Gypsy	Tekay	yes	+	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001703|Aalpi_chr_1:23175954..23184395#LTR/Gypsy	LTR	Gypsy	Tekay	no	+	RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001703|Aalpi_chr_1:24645062..24653702#LTR/Gypsy	LTR	Gypsy	Tekay	yes	+	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001703|Aalpi_chr_1:2663293..2671723#LTR/Gypsy	LTR	Gypsy	Tekay	no	+	RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001703|Aalpi_chr_1:3161277..3168356#LTR/Gypsy	LTR	Gypsy	Tekay	yes	-	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001703|Aalpi_chr_1:6417547..6426325#LTR/Gypsy	LTR	Gypsy	Tekay	yes	+	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001703|Aalpi_chr_1:8940380..8949024#LTR/Gypsy	LTR	Gypsy	Tekay	yes	+	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001703|Aalpi_chr_1:9523981..9532617#LTR/Gypsy	LTR	Gypsy	Tekay	yes	+	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001703|Aalpi_chr_2:16817190..16825934#LTR/Gypsy	LTR	Gypsy	Tekay	no	+	RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001703|Aalpi_chr_2:17049098..17057634#LTR/Gypsy	LTR	Gypsy	Tekay	yes	-	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001703|Aalpi_chr_2:17185285..17194844#LTR/Gypsy	LTR	Gypsy	Tekay	no	+	PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001703|Aalpi_chr_2:17905572..17914234#LTR/Gypsy	LTR	Gypsy	Tekay	yes	-	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001703|Aalpi_chr_2:19080394..19089024#LTR/Gypsy	LTR	Gypsy	Tekay	yes	-	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001703|Aalpi_chr_2:20056809..20065268#LTR/Gypsy	LTR	Gypsy	Tekay	yes	+	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001703|Aalpi_chr_2:20410089..20418787#LTR/Gypsy	LTR	Gypsy	Tekay	yes	-	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001703|Aalpi_chr_2:21421306..21430083#LTR/Gypsy	LTR	Gypsy	Tekay	yes	+	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001703|Aalpi_chr_2:21626216..21634876#LTR/Gypsy	LTR	Gypsy	Tekay	yes	-	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001703|Aalpi_chr_2:23436745..23445283#LTR/Gypsy	LTR	Gypsy	Tekay	yes	+	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001703|Aalpi_chr_2:24012289..24020888#LTR/Gypsy	LTR	Gypsy	Tekay	yes	-	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001703|Aalpi_chr_2:25323623..25332166#LTR/Gypsy	LTR	Gypsy	Tekay	yes	-	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001703|Aalpi_chr_2:27012135..27021531#LTR/Gypsy	LTR	Gypsy	Tekay	yes	-	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001703|Aalpi_chr_2:28537407..28546045#LTR/Gypsy	LTR	Gypsy	Tekay	yes	-	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001703|Aalpi_chr_2:28660302..28668838#LTR/Gypsy	LTR	Gypsy	Tekay	yes	+	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001703|Aalpi_chr_2:29262077..29270793#LTR/Gypsy	LTR	Gypsy	Tekay	yes	-	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001703|Aalpi_chr_2:31472381..31480895#LTR/Gypsy	LTR	Gypsy	Tekay	yes	+	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001703|Aalpi_chr_2:31924999..31933641#LTR/Gypsy	LTR	Gypsy	Tekay	yes	+	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001703|Aalpi_chr_2:3917843..3926488#LTR/Gypsy	LTR	Gypsy	Tekay	yes	+	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001703|Aalpi_chr_2:5701330..5709937#LTR/Gypsy	LTR	Gypsy	Tekay	yes	-	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001703|Aalpi_chr_2:8461943..8470678#LTR/Gypsy	LTR	Gypsy	Tekay	yes	+	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001703|Aalpi_chr_2:9656944..9665565#LTR/Gypsy	LTR	Gypsy	Tekay	yes	-	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001703|Aalpi_chr_3:20304429..20314002#LTR/Gypsy	LTR	Gypsy	Tekay	yes	+	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001703|Aalpi_chr_3:20389625..20398027#LTR/Gypsy	LTR	Gypsy	Tekay	yes	+	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001703|Aalpi_chr_3:21158522..21167166#LTR/Gypsy	LTR	Gypsy	Tekay	yes	+	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001703|Aalpi_chr_3:22743781..22752559#LTR/Gypsy	LTR	Gypsy	Tekay	yes	+	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001703|Aalpi_chr_3:28288860..28297279#LTR/Gypsy	LTR	Gypsy	Tekay	yes	-	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001703|Aalpi_chr_3:28634198..28642843#LTR/Gypsy	LTR	Gypsy	Tekay	yes	+	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001703|Aalpi_chr_3:29116947..29124787#LTR/Gypsy	LTR	Gypsy	Tekay	no	+	RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001703|Aalpi_chr_3:29667539..29676309#LTR/Gypsy	LTR	Gypsy	Tekay	yes	+	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001703|Aalpi_chr_3:5270001..5278524#LTR/Gypsy	LTR	Gypsy	Tekay	yes	+	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001703|Aalpi_chr_3:9284625..9293251#LTR/Gypsy	LTR	Gypsy	Tekay	yes	-	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001703|Aalpi_chr_4:1143996..1152509#LTR/Gypsy	LTR	Gypsy	Tekay	no	-	RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001703|Aalpi_chr_4:11537692..11546318#LTR/Gypsy	LTR	Gypsy	Tekay	yes	+	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001703|Aalpi_chr_4:11903343..11912024#LTR/Gypsy	LTR	Gypsy	Tekay	yes	-	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001703|Aalpi_chr_4:12312039..12320637#LTR/Gypsy	LTR	Gypsy	Tekay	yes	+	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001703|Aalpi_chr_4:12378560..12391054#LTR/unknown	LTR	Gypsy	Tekay	no	?	GAG|Ivana CHD|Tekay INT|Tekay RH|Tekay RT|Tekay PROT|Tekay
TE_00001703|Aalpi_chr_4:12535973..12544614#LTR/Gypsy	LTR	Gypsy	Tekay	yes	+	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001703|Aalpi_chr_4:14087334..14100887#LTR/Gypsy	LTR	Gypsy	Tekay	yes	+	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001703|Aalpi_chr_4:18606021..18614888#LTR/Gypsy	LTR	Gypsy	Tekay	yes	-	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
