#TE	Order	Superfamily	Clade	Complete	Strand	Domains
TE_00002881|Bnigr_chr_2:26479592..26484176#LTR/Copia	LTR	Copia	Ivana	yes	-	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00002884|Bnigr_chr_1:33483297..33488069#LTR/Copia	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00002888|Bnigr_chr_3:22911233..22917524#LTR/Copia	LTR	Copia	Bianca	no	-	GAG|Bianca RT|Bianca
TE_00002888|Bnigr_chr_3:37523346..37529632#LTR/Copia	LTR	Copia	Bianca	no	-	GAG|Bianca RT|Bianca
TE_00002893|Bnigr_chr_1:27478658..27485132#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00002893|Bnigr_chr_2:16113849..16120751#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00002893|Bnigr_chr_2:16461836..16468249#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00002893|Bnigr_chr_3:12258520..12265409#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00002893|Bnigr_chr_4:43332757..43339639#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00002893|Bnigr_chr_5:30980104..30986920#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00002893|Bnigr_chr_6:18242144..18249056#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00002893|Bnigr_chr_7:15569476..15576451#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00002893|Bnigr_chr_8:31654156..31661113#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00002893|Bnigr_chr_8:40324693..40331579#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00002903|Bnigr_chr_1:26149194..26154280#LTR/Gypsy	LTR	Gypsy	CRM	yes	-	GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM CHDCR|CRM
TE_00002904|Bnigr_chr_8:5561421..5566266#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00002906|Bnigr_chr_4:11240113..11232204#DNA/Helitron	LINE	unknown	unknown	unknown	+	RH|LINE
TE_00002907|Bnigr_chr_7:23373332..23378159#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00002926|Bnigr_chr_3:22017444..22022656#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00002926|Bnigr_chr_4:7804147..7809361#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00002928|Bnigr_chr_5:48784203..48789138#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00002930|Bnigr_chr_4:39152816..39159041#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00002934|Bnigr_chr_2:23807934..23812674#LTR/Copia	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00002935|Bnigr_chr_3:22630804..22637325#LTR/Copia	LTR	Copia	Bianca	yes	-	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00002935|Bnigr_chr_3:44669538..44676260#LTR/Copia	LTR	Copia	Bianca	yes	-	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00002935|Bnigr_chr_4:39810609..39817213#LTR/Copia	LTR	Copia	Bianca	yes	-	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00002935|Bnigr_chr_5:34270633..34277578#LTR/Copia	LTR	Copia	Bianca	yes	-	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00002935|Bnigr_chr_5:38197852..38203093#LTR/Copia	LTR	Copia	Bianca	no	-	INT|Bianca RT|Bianca RH|Bianca
TE_00002935|Bnigr_chr_7:24297518..24304163#LTR/Copia	LTR	Copia	Bianca	yes	+	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00002935|Bnigr_chr_7:27234486..27241284#LTR/Copia	LTR	Copia	Bianca	yes	+	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00002935|Bnigr_chr_8:42748533..42755277#LTR/Copia	LTR	Copia	Bianca	yes	-	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00002936|Bnigr_chr_4:16274272..16279091#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00002938|Bnigr_chr_1:1361948..1366049#DNA/DTM	TIR	MuDR_Mutator	unknown	unknown	-	TPase|MuDR_Mutator
TE_00002938|Bnigr_chr_2:3293906..3298006#DNA/DTM	TIR	MuDR_Mutator	unknown	unknown	-	TPase|MuDR_Mutator
TE_00002938|Bnigr_chr_2:3294005..3297907#DNA/DTM	TIR	MuDR_Mutator	unknown	unknown	-	TPase|MuDR_Mutator
TE_00002941|Bnigr_chr_3:11741828..11745218#LTR/Copia	LTR	Copia	Ale	no	+	GAG|Ale
TE_00002942|Bnigr_chr_7:25026086..25030802#LTR/Copia	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00002951|Bnigr_chr_1:8056963..8061770#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00002953|Bnigr_chr_4:33048840..33057034#LTR/Gypsy	LTR	Gypsy	Retand	no	-	PROT|Retand RT|Retand RH|Ogre INT|Retand
TE_00002956|Bnigr_chr_8:36479191..36486971#LTR/unknown	LTR	Gypsy	Athila	no	-	GAG|Athila
TE_00002957|Bnigr_chr_3:37853614..37845240#DNA/Helitron	LTR	Copia	TAR	no	+	RT|TAR RH|TAR
TE_00002960|Bnigr_chr_7:8591065..8595855#LTR/Copia	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00002960|Bnigr_chr_7:8665691..8670310#LTR/Copia	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00002964|Bnigr_chr_2:11133156..11121424#DNA/Helitron	TIR	EnSpm_CACTA	unknown	unknown	+	TPase|EnSpm_CACTA
TE_00002966|Bnigr_chr_8:14821253..14826161#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00002967|Bnigr_chr_5:49559280..49561339#LTR/Copia	LTR	Copia	Ale	no	+	RT|Ale RH|Ale
TE_00002974|Bnigr_chr_3:33193413..33196546#LTR/Copia	LTR	Copia	SIRE	no	+	GAG|SIRE
TE_00002977|Bnigr_chr_3:36299731..36305410#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00002982|Bnigr_chr_2:7966740..7971739#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00002984|Bnigr_chr_3:26515747..26520398#LTR/Copia	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00002985|Bnigr_chr_8:5143136..5147978#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00002986|Bnigr_chr_4:38136580..38133511#DNA/Helitron	LINE	unknown	unknown	unknown	+	RH|LINE
TE_00002987|Bnigr_chr_2:17530413..17538536#LTR/Gypsy	LTR	Gypsy	Retand	no	-	GAG|Retand PROT|Retand RT|Retand aRH|Retand
TE_00002991|Bnigr_chr_2:20065100..20068241#LTR/Copia	LTR	Copia	Ale	no	+	GAG|Ale RT|Ale RH|Ale
TE_00002997|Bnigr_chr_3:4753296..4758084#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00002998|Bnigr_chr_4:25171726..25157146#DNA/Helitron	Helitron	unknown	unknown	unknown	+	HEL1|Helitron HEL2|Helitron
TE_00003000|Bnigr_chr_2:12549476..12554122#LTR/Copia	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00003000|Bnigr_chr_7:31041266..31045908#LTR/Copia	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00003007|Bnigr_chr_1:26537421..26542257#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00003009|Bnigr_chr_8:26613930..26618960#LTR/Copia	LTR	Copia	TAR	yes	-	GAG|TAR PROT|TAR INT|TAR RT|TAR RH|TAR
TE_00003013|Bnigr_chr_2:21020258..21027434#DNA/Helitron	Helitron	unknown	unknown	unknown	+	HEL1|Helitron HEL2|Helitron
TE_00003015|Bnigr_chr_8:20478305..20478471#MITE/DTM	LTR	Copia	Angela	no	-	INT|Angela
TE_00003017|Bnigr_chr_1:21261426..21267257#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00003017|Bnigr_chr_5:5436498..5442343#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00003018|Bnigr_chr_4:27410616..27415306#LTR/Copia	LTR	Copia	Ivana	yes	-	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00003018|Bnigr_chr_5:36125540..36130227#LTR/Copia	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00003020|Bnigr_chr_7:3652626..3654959#DNA/DTH	LINE	unknown	unknown	unknown	+	RH|LINE
TE_00003022|Bnigr_chr_4:16107525..16110272#LTR/unknown	LTR	Gypsy	CRM	no	+	CHDCR|CRM
TE_00003022|Bnigr_chr_4:31747132..31749870#LTR/unknown	LTR	Gypsy	CRM	no	+	CHDCR|CRM
TE_00003022|Bnigr_chr_8:3292281..3295042#LTR/unknown	LTR	Gypsy	CRM	no	+	CHDCR|CRM
TE_00003031|Bnigr_chr_6:7979981..7983337#DNA/DTA	TIR	hAT	unknown	unknown	-	TPase|hAT
TE_00003036|Bnigr_chr_7:19379620..19385438#LTR/unknown	LTR	Gypsy	CRM	no	-	GAG|CRM
TE_00003037|Bnigr_chr_5:45170983..45174705#LTR/Copia	LTR	Copia	Ivana	no	+	GAG|Ivana RT|Ivana RH|Ivana
TE_00003040|Bnigr_chr_4:6861258..6862788#DNA/DTC	Helitron	unknown	unknown	unknown	+	HEL1|Helitron
TE_00003047|Bnigr_chr_2:16982215..16985291#DNA/DTM	TIR	MuDR_Mutator	unknown	unknown	+	TPase|MuDR_Mutator
TE_00003059|Bnigr_chr_4:22082009..22087278#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00003061|Bnigr_chr_1:20363983..20367211#LTR/Gypsy	LTR	Gypsy	Retand	no	-	GAG|Retand
TE_00003061|Bnigr_chr_2:15335118..15346591#LTR/Gypsy	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00003061|Bnigr_chr_3:39657742..39669209#LTR/Gypsy	LTR	Gypsy	Retand	yes	-	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00003061|Bnigr_chr_7:19470798..19480584#LTR/Gypsy	LTR	Gypsy	Retand	no	+	GAG|Retand PROT|Retand RT|Retand aRH|Retand INT|Retand
TE_00003063|Bnigr_chr_6:13592286..13597125#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00003065|Bnigr_chr_5:7691430..7696383#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00003066|Bnigr_chr_3:45784699..45789596#DNA/DTA	TIR	hAT	unknown	unknown	+	TPase|hAT
TE_00003067|Bnigr_chr_3:9323959..9328639#LTR/Copia	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00003067|Bnigr_chr_5:14743205..14747885#LTR/Copia	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00003067|Bnigr_chr_5:25601773..25606445#LTR/Copia	LTR	Copia	Ivana	yes	-	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00003070|Bnigr_chr_6:37485153..37489487#DNA/DTM	TIR	MuDR_Mutator	unknown	unknown	+	TPase|MuDR_Mutator
TE_00003070|Bnigr_chr_6:37497020..37501354#DNA/DTM	TIR	MuDR_Mutator	unknown	unknown	-	TPase|MuDR_Mutator
TE_00003086|Bnigr_chr_7:1163054..1174876#LTR/Gypsy	LTR	Gypsy	Retand	yes	-	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00003091|Bnigr_chr_5:31621773..31628677#LTR/unknown	LTR	Gypsy	Retand	no	+	PROT|Retand RT|Retand aRH|Retand
TE_00003096|Bnigr_chr_2:4087401..4091988#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00003115|Bnigr_chr_3:29872427..29853799#DNA/Helitron	LTR	Copia	TAR	no	-	INT|TAR RT|TAR RH|TAR
TE_00003116|Bnigr_chr_7:17767509..17772369#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00003120|Bnigr_chr_4:38821955..38826480#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00003122|Bnigr_chr_6:14696911..14701594#LTR/Copia	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00003123|Bnigr_chr_6:22905517..22910217#LTR/Copia	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00003130|Bnigr_chr_6:13511843..13516752#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00003135|Bnigr_chr_8:40574522..40581410#LTR/unknown	LTR	Copia	Bianca	no	-	GAG|Bianca
TE_00003136|Bnigr_chr_8:18989764..18993791#LTR/Copia	LTR	Copia	Tork	no	-	GAG|Tork PROT|Tork
TE_00003136|Bnigr_chr_8:36264282..36268316#LTR/Copia	LTR	Copia	Tork	no	-	GAG|Tork PROT|Tork
TE_00003138|Bnigr_chr_5:19538772..19542119#DNA/DTA	TIR	hAT	unknown	unknown	+	TPase|hAT
TE_00003138|Bnigr_chr_8:5264953..5268230#DNA/DTA	TIR	hAT	unknown	unknown	-	TPase|hAT
TE_00003141|Bnigr_chr_1:33029361..33011666#DNA/Helitron	LTR	Copia	Bianca	no	+	GAG|Bianca TPase|PIF_Harbinger RT|Bianca RH|Bianca
TE_00003143|Bnigr_chr_5:16737596..16742169#LTR/Copia	LTR	Copia	Ivana	yes	-	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00003148|Bnigr_chr_5:37248153..37259526#LTR/Gypsy	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00003157|Bnigr_chr_5:17058038..17063245#LTR/Gypsy	LTR	Gypsy	CRM	yes	+	GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM
TE_00003161|Bnigr_chr_5:49615876..49619932#LTR/Copia	LTR	Copia	Ivana	no	-	PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00003163|Bnigr_chr_4:27118489..27124526#LTR/Copia	LTR	Copia	Bianca	no	-	GAG|Bianca
TE_00003163|Bnigr_chr_6:8703869..8711228#LTR/Copia	LTR	Copia	Bianca	no	-	GAG|Bianca
TE_00003164|Bnigr_chr_8:35806186..35811342#LTR/Gypsy	LTR	Gypsy	Reina	no	-	GAG|Reina PROT|Reina RH|Reina INT|Reina CHD|Reina
TE_00003165|Bnigr_chr_4:31745051..31755262#LTR/unknown	LTR	Gypsy	CRM	no	+	CHDCR|CRM
TE_00003170|Bnigr_chr_5:9132139..9136688#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00003177|Bnigr_chr_5:14601634..14607145#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00003181|Bnigr_chr_2:40705074..40710241#LTR/Gypsy	LTR	Gypsy	CRM	yes	-	GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM
TE_00003182|Bnigr_chr_8:47542445..47547143#LTR/Copia	LTR	Copia	Ivana	yes	-	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00003187|Bnigr_chr_3:42730532..42735717#LTR/Gypsy	LTR	Gypsy	CRM	yes	-	GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM
TE_00003188|Bnigr_chr_6:19230556..19240150#DNA/Helitron	TIR	MuDR_Mutator	unknown	unknown	+	TPase|MuDR_Mutator
TE_00003192|Bnigr_chr_7:12425746..12429597#DNA/DTA	TIR	hAT	unknown	unknown	+	TPase|hAT
TE_00003192|Bnigr_chr_8:29144096..29147937#DNA/DTA	TIR	hAT	unknown	unknown	-	TPase|hAT
TE_00003195|Bnigr_chr_5:24940769..24943870#LTR/unknown	LTR	Gypsy	CRM	no	+	CHDCR|CRM
TE_00003199|Bnigr_chr_1:5066193..5070844#LTR/unknown	LTR	Copia	Bianca	no	-	PROT|Bianca INT|Bianca
TE_00003199|Bnigr_chr_2:11541631..11546259#LTR/unknown	LTR	Copia	Bianca	no	+	PROT|Bianca
TE_00003199|Bnigr_chr_3:27760188..27765003#LTR/unknown	LTR	Copia	Bianca	no	-	PROT|Bianca
TE_00003199|Bnigr_chr_8:24806937..24811190#LTR/unknown	LTR	Copia	Bianca	no	+	PROT|Bianca
TE_00003202|Bnigr_chr_7:8269170..8271192#DNA/DTC	TIR	MuDR_Mutator	unknown	unknown	-	TPase|MuDR_Mutator
TE_00003203|Bnigr_chr_4:2297951..2301751#DNA/DTA	TIR	hAT	unknown	unknown	-	TPase|hAT
TE_00003203|Bnigr_chr_4:24661153..24664954#DNA/DTA	TIR	hAT	unknown	unknown	+	TPase|hAT
TE_00003205|Bnigr_chr_1:27182009..27191658#LTR/Gypsy	LTR	Gypsy	Retand	no	-	RT|Retand RH|Retand INT|Retand
TE_00003205|Bnigr_chr_8:27066356..27078467#LTR/Gypsy	LTR	Gypsy	Retand	no	+	GAG|Retand PROT|Retand RT|Retand aRH|Retand INT|Retand
TE_00003207|Bnigr_chr_5:36251089..36258371#LTR/Copia	LTR	Copia	Bianca	no	-	GAG|Bianca
TE_00003208|Bnigr_chr_1:9288912..9295229#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00003210|Bnigr_chr_5:47840597..47845484#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00003210|Bnigr_chr_6:1040154..1045050#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00003211|Bnigr_chr_3:14135795..14140559#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00003213|Bnigr_chr_8:29483844..29496163#LTR/Copia	LTR	Copia	Bianca	yes	?	CHDCR|CRM GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00003214|Bnigr_chr_1:14370712..14375517#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00003218|Bnigr_chr_2:12955311..12965478#LTR/Gypsy	LTR	Gypsy	Athila	yes	-	GAG|Athila PROT|Athila RT|Athila RH|Athila INT|Athila
TE_00003218|Bnigr_chr_3:35054599..35066585#LTR/Gypsy	LTR	Gypsy	Athila	yes	+	GAG|Athila PROT|Athila RT|Athila RH|Athila INT|Athila
TE_00003220|Bnigr_chr_3:1263517..1268171#LTR/Copia	LTR	Copia	Ivana	yes	-	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00003223|Bnigr_chr_1:33924758..33929809#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00003223|Bnigr_chr_2:3483862..3488918#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00003223|Bnigr_chr_4:11266807..11271862#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00003225|Bnigr_chr_8:25001358..25006046#LTR/Copia	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00003234|Bnigr_chr_1:19320603..19325425#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00003234|Bnigr_chr_2:39188759..39193594#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00003235|Bnigr_chr_4:8019647..8026839#LTR/unknown	LTR	Gypsy	Tekay	no	+	RH|Tekay
TE_00003236|Bnigr_chr_6:13167106..13171946#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00003239|Bnigr_chr_7:6263649..6270224#LTR/Gypsy	LTR	Gypsy	CRM	yes	-	GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM
TE_00003242|Bnigr_chr_2:4960401..4965153#DNA/DTM	TIR	MuDR_Mutator	unknown	unknown	+	TPase|MuDR_Mutator
TE_00003245|Bnigr_chr_6:10269250..10274707#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00003253|Bnigr_chr_7:14204315..14209125#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00003256|Bnigr_chr_4:25993439..25999047#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00003257|Bnigr_chr_2:21173654..21184949#LTR/Gypsy	LTR	Gypsy	Retand	yes	-	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00003257|Bnigr_chr_3:40938321..40950036#LTR/Gypsy	LTR	Gypsy	Retand	no	+	GAG|Retand PROT|Retand RT|Retand aRH|Retand INT|Retand
TE_00003257|Bnigr_chr_8:38296085..38307724#LTR/Gypsy	LTR	Gypsy	Retand	yes	-	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00003263|Bnigr_chr_3:25293340..25298214#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00003264|Bnigr_chr_7:6486967..6490194#DNA/DTH	TIR	PIF_Harbinger	unknown	unknown	+	TPase|PIF_Harbinger
TE_00003265|Bnigr_chr_3:12463347..12468504#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00003268|Bnigr_chr_7:17417454..17422437#DNA/DTH	TIR	PIF_Harbinger	unknown	unknown	-	TPase|PIF_Harbinger
TE_00003276|Bnigr_chr_1:29699255..29703860#LTR/Copia	LTR	Copia	Ivana	yes	-	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00003278|Bnigr_chr_2:16439085..16443592#DNA/DTH	TIR	PIF_Harbinger	unknown	unknown	-	TPase|PIF_Harbinger
TE_00003284|Bnigr_chr_3:19436747..19442616#LTR/Copia	LTR	Copia	Bianca	no	+	GAG|Bianca INT|Bianca
TE_00003290|Bnigr_chr_2:18987744..18994356#LTR/Copia	LTR	Copia	Bianca	no	+	GAG|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00003295|Bnigr_chr_2:31743088..31748351#LTR/Gypsy	LTR	Gypsy	Reina	yes	-	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00003299|Bnigr_chr_8:47386987..47392267#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00003300|Bnigr_chr_3:88712..93854#LTR/Gypsy	LTR	Gypsy	CRM	yes	+	GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM
TE_00003302|Bnigr_chr_1:8745588..8749872#LTR/unknown	LTR	Copia	TAR	no	+	RH|TAR
TE_00003302|Bnigr_chr_8:24059408..24063524#LTR/unknown	LTR	Copia	TAR	no	+	RH|TAR
TE_00003302|Bnigr_chr_8:3076869..3080995#LTR/unknown	LTR	Copia	TAR	no	+	RH|TAR
TE_00003305|Bnigr_chr_8:46441930..46446381#DNA/DTA	TIR	hAT	unknown	unknown	-	TPase|hAT
TE_00003309|Bnigr_chr_4:22046813..22062023#LTR/Gypsy	LTR	Gypsy	Tekay	yes	-	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00003315|Bnigr_chr_8:35856075..35860380#DNA/DTM	TIR	EnSpm_CACTA	unknown	unknown	-	TPase|EnSpm_CACTA
TE_00003316|Bnigr_chr_4:28670109..28674743#LTR/Copia	LTR	Copia	Ivana	yes	-	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00003316|Bnigr_chr_5:36090068..36094796#LTR/Copia	LTR	Copia	Ivana	yes	-	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00003325|Bnigr_chr_1:12870151..12873569#LTR/unknown	LTR	Gypsy	Reina	no	-	GAG|Reina
TE_00003328|Bnigr_chr_1:34236764..34241248#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00003331|Bnigr_chr_2:29422943..29424745#DNA/DTA	TIR	hAT	unknown	unknown	-	TPase|hAT
TE_00003334|Bnigr_chr_4:7947252..7950615#LTR/Copia	LTR	Copia	Ale	no	?	PROT|Ale RT|Ale RH|Ale
TE_00003336|Bnigr_chr_4:34648390..34651374#DNA/DTA	TIR	hAT	unknown	unknown	+	TPase|hAT
TE_00003339|Bnigr_chr_4:31482379..31490883#LTR/Gypsy	LTR	Gypsy	Retand	no	+	GAG|Retand PROT|Retand
